2025-08-17,3,33,41,6,9,2,4K Smart TV,499.989990234375
2026-02-04,7,43,51,2,7,6,Phone Case,12.9899997711182
2025-11-29,14,26,34,5,1,10,Coffee Maker,59.9900016784668
2026-01-24,11,30,38,0,10,10,Noise-Canceling Headphones,89.9899978637695
2025-02-27,12,29,37,9,5,4,Electric Toothbrush,49.9900016784668
2026-01-29,11,44,52,9,1,7,Noise-Canceling Headphones,89.9899978637695
2026-07-03,10,0,8,7,7,8,Tablet,249.990005493164
2026-02-13,12,0,8,2,6,5,Electric Toothbrush,49.9900016784668
2025-09-29,9,34,41,3,3,7,Smartwatch,199.990005493164
2024-12-12,13,25,32,5,8,4,Air Purifier,119.98999786377
2024-02-07,11,31,38,6,3,3,Noise-Canceling Headphones,89.9899978637695
2025-09-15,9,40,47,3,6,8,Smartwatch,199.990005493164
2026-07-30,14,29,36,10,4,2,Coffee Maker,59.9900016784668
2026-06-17,18,28,35,2,10,7,VR Headset,399.989990234375
2025-09-04,11,38,45,3,1,1,Noise-Canceling Headphones,89.9899978637695
2024-03-09,17,43,50,5,7,8,Action Camera,169.990005493164
2024-08-24,17,39,46,5,2,7,Action Camera,169.990005493164
2024-08-02,16,31,38,4,3,7,Wireless Charger,22.9899997711182
2025-05-29,14,41,48,3,3,10,Coffee Maker,59.9900016784668
2024-12-25,1,28,35,0,2,0,Wireless Mouse,15.9899997711182
2026-10-27,7,26,33,7,9,0,Phone Case,12.9899997711182
2024-03-20,20,29,36,5,0,1,Smart Thermostat,129.990005493164
2026-04-21,14,45,52,5,1,10,Coffee Maker,59.9900016784668
2025-05-21,10,25,32,7,6,0,Tablet,249.990005493164
2026-01-29,6,0,7,8,5,10,Laptop Stand,29.9899997711182
2025-04-13,17,0,7,8,4,10,Action Camera,169.990005493164
2026-07-23,18,43,38,3,7,9,VR Headset,399.989990234375
2024-08-21,16,33,28,1,10,10,Wireless Charger,22.9899997711182
2026-09-15,11,35,29,3,2,4,Noise-Canceling Headphones,89.9899978637695
2025-05-21,11,32,26,0,8,4,Noise-Canceling Headphones,89.9899978637695
2024-11-13,1,44,37,5,0,2,Wireless Mouse,15.9899997711182
2025-08-01,17,30,22,10,8,6,Action Camera,169.990005493164
2026-08-26,13,42,33,9,6,8,Air Purifier,119.98999786377
2026-05-15,5,37,28,4,8,3,Gaming Keyboard,79.9899978637695
2024-01-11,14,42,32,7,6,4,Coffee Maker,59.9900016784668
2026-01-27,13,45,35,9,6,7,Air Purifier,119.98999786377
2025-08-08,7,37,26,7,4,8,Phone Case,12.9899997711182
2024-09-16,11,39,28,1,4,1,Noise-Canceling Headphones,89.9899978637695
2025-10-08,9,31,20,2,5,7,Smartwatch,199.990005493164
2025-11-03,3,39,28,1,3,4,4K Smart TV,499.989990234375
2024-02-14,7,35,23,8,8,9,Phone Case,12.9899997711182
2024-07-01,8,45,33,9,7,0,Digital Camera,299.989990234375
2025-12-20,19,34,22,8,10,8,Bluetooth Speaker,39.9900016784668
2025-12-31,1,30,18,9,0,3,Wireless Mouse,15.9899997711182
